text,label
$SHI - Sinopec Shanghai: Uncertainties Around Ability To Pass On Costs To Consumers.  https://t.co/1qSbOkzKkb #economy #investing #finance,2
$G - Genpact: Positive Investor Day Updates Reinforce Bullish Medium-Term Outlook.  https://t.co/KiUNS6vi4H #markets #economy #investing,2
$INUV - Inuvo Applying Artificial Intelligence To Digital Marketing.  https://t.co/nMUq4aBmqt #economy #markets #stocks,2
"Lufthansa's pilots union is holding a vote on whether to strike, a move that would further disrupt the airline’s crucial summer travel season  https://t.co/0gP1FjkBgF",2
Boeing wrapped up a successful Farnborough Airshow with another order for its 737 Max jet and a commitment from Luxembourg’s Cargolux for the 777-8 freighter  https://t.co/kTaADSGfli,2
"London Stock Exchange is lobbying hard for the chip designer Arm to list in the UK, according to CEO Julia Hoggett  https://t.co/k6YLzyfQIA",2
"Semiconductor Manufacturing International has likely advanced its production technology by two generations, defying US sanctions intended to halt the rise of China’s largest chipmaker  https://t.co/o9Id3HjIE5",2
"Meati Foods, a maker of mushroom-based steaks and chicken cutlets, raised $150 million at a valuation of $650 million  https://t.co/uKTcTnrBDw",2
Portage Ventures closed a $655 million fund to seek a new batch of financial-technology investments around the world and take advantage of a recent tumble in valuations  https://t.co/0FM0gC4hEd,2
Ford says it has secured enough battery supply to build more than half a million electric vehicles annually by late next year  https://t.co/pxuY3A6QCo,2
"Ahead of its landmark potential listing, Porsche is telling investors it can become more profitable focusing on battery power  https://t.co/u8eDSTi8RN",2
American Airlines joined its main rivals in limiting flights this quarter as the industry grapples with a rash of costly flight disruptions  https://t.co/rCUvSF5lgj,2
A Nigerian startup is looking to deploy electric vehicles in about eight African countries by next year as demand grows for investment in low-emission transport  https://t.co/HecsXkjG7n,2
Amazon and Alibaba and other companies have missed a tax registration deadline in Indonesia which gave them five days to comply before their services would be blocked  https://t.co/0IBF4nZKFZ,2
Blizzard's Diablo Immortal mobile game will launch in China a month later than planned following a controversial social media post that halted the rollout  https://t.co/WAvJrDtCUJ,2
"London Stock Exchange is lobbying hard for the chip designer Arm to list in the UK, according to CEO Julia Hoggett  https://t.co/94WRJEzqcv",2
"Semiconductor Manufacturing International has likely advanced its production technology by two generations, defying US sanctions intended to halt the rise of China’s largest chipmaker  https://t.co/dx08bN7AX4",2
Celsius files for bankruptcy. What happens next?  https://t.co/0z9OeE9zNg,2
"The Chinese operator of coffee chain % Arabica is weighing a new funding round and could seek a valuation for its business in the country of as much as $1.2 billion, sources say  https://t.co/fOT1L979aB",2
"Two Shanghai-listed companies plan to start taking investor orders for their global depository receipts in Zurich as soon as Friday, as they vie to be among the first Chinese firms tapping the Swiss market's stock connect  https://t.co/HZ4UTMLI7O",2
"HSBC has formed a Chinese Communist Party committee at its investment banking venture in the country, the Financial Times reports  https://t.co/TBjKnEpCoz",2
"Zipmex, a cryptocurrency exchange that operates in Singapore and Thailand, has halted withdrawals as the fallout from a series of defaults spreads further throughout the digital-assets industry  https://t.co/rr4gbt5koo",2
"Tesla sold a significant chunk of its stake in Bitcoin, an investment that helped legitimize the world’s largest electronic currency  https://t.co/7GBk9aVM2q",2
The number of SoftBank Group’s Vision Fund investments halved in April-June after weak tech valuations sapped the risk appetite of the world’s biggest startup investor  https://t.co/72tGnMrN5a,2
South Korea’s Samsung will build a second battery plant in Malaysia to boost production of cylinder-type cells used for electric vehicles and electronics devices  https://t.co/UQtdTHPl9z,2
"Intel, one of the major semiconductor companies in the US, spent a record $1.75 million on federal lobbying over the past three months as the chip industry fought to secure billions of dollars in grants and subsidies from Congress  https://t.co/180AsmLQFd",2
Amazon spends a record $4.98 million on lobbying during the second quarter of this year as momentum intensified in Congress to pass legislation intended to crack down on technology giants  https://t.co/cGGsRbp08r,2
"Qantas Airways canceled one in 12 flights in Australia last month, even more than in May, increasing the pressure on Chief Executive Officer Alan Joyce  https://t.co/kHhGAZTJ5S",2
"Baidu unveiled a new version of its self-driving robotaxi that it says costs nearly half as much to make as the previous model, opening the opportunity for cheaper travel  https://t.co/1qiKSbJ9lO",2
China’s sovereign wealth fund is merging a unit overseeing billions of dollars in private equity and infrastructure investments into its main operations after a talent exodus  https://t.co/WpYd4eNoCX,2
"Microsoft is eliminating most open job listings in businesses like Azure cloud and security, becoming the latest company to cut hiring  https://t.co/OyAJQxM7PC",2
"Starting in 2023, Mattel will begin launching SpaceX-inspired toys under its Matchbox brand, best known to generations of children for its toy cars  https://t.co/lXa2uH0Is1",2
"EXCLUSIVE: Microsoft is eliminating many open job listings, including in its Azure cloud business and its security software unit  https://t.co/FAcay1ceUL  https://t.co/SvAvjjbh4K",2
"United Airlines cut growth plans for next year in an effort to curtail widespread flight disruptions, a stumble for the carrier even as it continues to expect profits amid robust travel demand  https://t.co/ll1FxCTQkg",2
"Pfizer will spend almost half a billion dollars on a new facility 25 miles northwest of New York City, where it hopes to command the hot field of messenger RNA.  https://t.co/CqGlDRFg7g",2
"Netflix may have calmed investors’ worst fears with a second-quarter subscriber loss that was better than expected, but a closer look at the streaming giant’s results indicate it still faces significant hurdles  https://t.co/AvZwJoStAg",2
"Ford is preparing to cut as many as 8,000 jobs in the coming weeks as the automaker tries to boost profits to fund its push into the electric-vehicle market, sources say  https://t.co/Ri32F6QItN",2
"Law firm Sidley Austin is joining the rush of companies heading to Miami, opening a new office in the South Florida city  https://t.co/1rGEAPNIO3",2
"NEW: Ford plans up to 8,000 job cuts to help fund investments in EVs  https://t.co/rUeKZ4VMzH",2
Lyft will shutter its car-rental business and cut about 60 jobs as the ride-hailing giant looks to streamline its operations and trim its budget  https://t.co/mL9Vtk3Ekf,2
Embraer said the choice of engine provider for a proposed propeller-driven model has been whittled down to US-based Pratt &amp; Whitney and its UK rival Rolls-Royce  https://t.co/JxQGldRPHY,2
"While Boeing may not be saying much publicly about the new airplane it’s planning, behind-the-scenes engineering work is progressing, Stan Deal, the company’s commercial airplane chief, said  https://t.co/r9ZtfHzwX5",2
"FaZe Clan, the influencer, esports and celebrity marketing agency, is hitting the public markets just as the economy is heading into a recession. Can it sustain the hype?  https://t.co/8DC8BOf3bO",2
Hyundai doesn’t expect to need outside funding to develop the flying taxi it’s working on in conjunction with US affiliate Supernal  https://t.co/qNDLrf587C,2
"Zipmex, a cryptocurrency exchange operating in markets like Singapore and Thailand, halts withdrawals as a series of defaults continues to haunt the digital-assets industry  https://t.co/v8rMdj0xyW",2
FedEx has a problem that isn't going away: the small businesses that deliver a big portion of its packages are failing and there's more pressure to pay up to sustain them  https://t.co/X0lc9NL7xt,2
McLaren has turned to its shareholders once again to keep the company afloat as the British luxury carmaker pushes its latest model to market  https://t.co/hReKnYxkDb,2
FedEx has a problem that isn't going away: the small businesses that deliver a big portion of its packages are failing and there's more pressure to pay up to sustain them  https://t.co/VXwLmKzMz5,2
"Abu Dhabi Investment Authority, an $829 billion sovereign wealth fund, overhauls its internal structure and processes and redefines how it takes future investment decisions  https://t.co/9HwXipSGoQ",2
"Volkswagen's software unit will start designing chips for the first time, partnering with STMicroelectronics  https://t.co/A1AfQZ4OGX",2
Gatwick Airport hires 400 new security staff to help ease the summer travel crunch  https://t.co/5lSQoNh8X7,2
"Just Eat may eliminate 350 jobs in France due to “difficult market dynamics” in the country, the latest delivery company to announce cuts as the industry grapples with slowing growth  https://t.co/rgKu2OqqN4",2
"Abu Dhabi Investment Authority, an $829 billion sovereign wealth fund, overhauls its internal structure and processes and redefines how it takes future investment decisions  https://t.co/APGFSdy5eX",2
Apple releases a new report arguing that it's a pioneer in health technology and positioned to use it as a growth driver in the years ahead  https://t.co/klPjHDzzWR,2
"Apple’s iPhone shipments likely surged in June in China, leading a rebound in the smartphone market after Covid lockdowns lifted  https://t.co/nbEot9OM3k",2
EasyJet shareholders vote in favor of an order for an additional 56 Airbus A320neo series jets as the carrier looks to secure a supply of planes  https://t.co/uEvqS5QxoO,2
L'Oréal Japan Innovation Director Amit Jayaswal discusses the company's business strategy as it collaborates with companies from its Green Science Project.  Watch the full Japan Ahead video:  https://t.co/xZ4JXQrDKj  https://t.co/6wK771Wsr5,2
Dutch paint giant Akzo Nobel says home improvements have gone on the backburner as people are free to leave the house again and travel  https://t.co/XrnZdLASBO,2
"From Apple to Wayfair, these are the tech companies slowing down hiring plans right now  https://t.co/hebu0Aqnxs",2
"Royal Mail says it will consider a number of options to improve the prospects of the group, including separation of the main UK postal business from its international logistics unit  https://t.co/4xnzJlQUmb",2
Barclays aims for a bigger slice of the business with German companies after adding employees and hiring a new country head  https://t.co/wo2E58ecJR,2
"BioMarin's gene therapy for hemophilia could gain European approval at the end of August after getting a key recommendation in June from a regulatory committee, according to the company's chief commercial officer  https://t.co/faALvL01Sl",2
Volkswagen’s mass-market brands will share more parts and factories to boost efficiencies as the carmaker battles to lift profitability  https://t.co/iS0V2pX557,2
Jeep shutting down its only factory in China begs some unsettling questions about what the future holds for foreign manufacturers in the country  https://t.co/JFlXIRi3i5,2
"Cathie Wood is closing down one of her exchange-traded funds, the first time her Ark Investment Management has pulled the plug on an ETF  https://t.co/4oHSURa8gU",2
"From Apple to Wayfair, these are the tech companies slowing down hiring plans right now  https://t.co/PFIDb90MLr",2
A 102-year-old Philippine conglomerate and one of the nation’s largest power producers plans to more than double its generation capacity to help tap a revival in consumer demand  https://t.co/Ei0qB9a22x,2
"Netflix's subscriber losses were better than expected in the second quarter, but investors need to look at the fine print  https://t.co/Ny3G34y9Q6 via @opinion",2
"Twitter’s shareholders and employees, as well as anyone involved in future acquisitions on Elon Musk’s behalf, are all worse off because of the drama  https://t.co/3I5UEYiPHV via @BW",2
"The recent procedure was the first the brain-computer interface startup has done in the US, putting it ahead of competitors including Elon Musk’s Neuralink   https://t.co/3nptH7L84E via @BW",2
"Cathie Wood is closing down one of her exchange-traded funds, the first time her ARK Investment Management has pulled the plug on an ETF  https://t.co/odEevTLUHk",2
"The memo, written in October 2018 for Mark Zuckerberg and other executives, maps out the company’s growth strategies.  It outlines ways to prevent Instagram and WhatsApp from cannibalizing Facebook’s trajectory  https://t.co/GT34RBtX7f",2
"VietJet Aviation confirmed a deal for 200 Boeing 737 Max jets, giving the US planemaker another boost at one of the industry’s biggest events  https://t.co/3yXN8105D3",2
Tech companies that are slowing hiring and bracing for a recession:  -Apple -Amazon -Google -Lyft -Meta -Microsoft -Netflix -Peloton -Robinhood -Tesla -Twitter   https://t.co/6xlipsKe5m,2
"Novavax’s Covid shot won backing from a panel of US public-health advisers, a crucial step in providing officials with another tool against the virus  https://t.co/YzCKnHiPFe",2
"After losing more than a million customers in the first half of 2022, Netflix has a message for investors: It could have been worse.  The leader in paid streaming TV lost 970,000 subscribers in the second quarter  https://t.co/sZtqmRF3Ln",2
"After losing more than a million customers in the first half of 2022, Netflix has a message for investors: It could have been worse  https://t.co/S2lcV9cbFG  https://t.co/YIOYl4hSQi",2
"NEW: Netflix lost 970,000 subscribers in the second quarter, less than half what Wall Street feared  https://t.co/jQP9g2BvL8",2
"Twitter’s shareholders and employees, as well as anyone involved in future acquisitions on Elon Musk’s behalf, are all worse off because of the drama  https://t.co/ZfPeexOkON via @BW",2
"Silvergate said deposits from digital-currency customers held steady in the second quarter, a sign that the bank and its clients are weathering the crypto rout  https://t.co/9URPJKGkbc",2
"Supply-chain snarls mean oilfield-service providers like Halliburton can’t expand fracking fleets any time soon, CEO Jeff Miller tells analysts  https://t.co/HMkKIJGXfl",2
"Meta insists that its social-networking and messaging services have dozens of outside rivals, but an internal memo depicts top executives of Facebook's parent company as more worried about the threat posed by its own products  https://t.co/imZYwDAExc",2
"Boeing pulls in major orders on the first two days of the Farnborough Air Show event, while Airbus says focus is on supply chain more than deals  https://t.co/cHYXiO6uQ3",2
Toronto-based Porter Airlines is eying a second phase of growth on strong demand and weakened competition as it beefs up an order for Embraer regional jets  https://t.co/sAh4zjIq6z,2
"After hiring more women and minorities in recent years, Meta warned that its ongoing efforts to cut costs and revamp products could make further inroads more difficult  https://t.co/UQ0PniTEYf",2
Jeep shutting down its only factory in China begs some unsettling questions about what the future holds for foreign manufacturers in the country  https://t.co/JIiMadoNMe,2
"JPMorgan's Morgan Health business, a successor to its failed joint venture with Amazon and Berkshire Hathaway, is backing a health startup trying to slash workers' out-of-pocket medical expenses  https://t.co/W0OV9W6oO2",2
What if Elon Musk is ordered to complete his $44 billion Twitter purchase and he refuses? Legal experts weigh in  https://t.co/JuEzNttQeA,2
"NEW: Meta insists that its social-networking and messaging services have dozens of outside rivals, but an internal memo depicts top executives of Facebook's parent company as more worried about the threat posed by its own products  https://t.co/02pqN6ouaZ",2
Air India may split the blockbuster order between the two arch-rival planemakers  https://t.co/N8vWwGx1v8,2
European fertilizer giant Yara International says the energy crisis is forcing it to curb output and warned that more cuts may come  https://t.co/HJ7sePPsS9,2
"Raytheon UK plans to build a new European hub for high-energy laser weaponry, based outside of Edinburgh  https://t.co/RgcsdLl4v8",2
UPS opens a second airport cargo-handling facility in India to capture soaring pandemic-driven demand for airfreight  https://t.co/GEyvqrPLE8,2
Google and Facebook submit to sweeping Indonesian regulations granting powers to shut down content it deems undesirable  https://t.co/55QSy76VdC,2
Facebook co-founder Eduardo Saverin VC firm raises $250 million  https://t.co/8G6PVK6sKN,2
"Day two of the Farnborough International Airshow kicks off with more jet orders expected, including a potential deal between Airbus and Air Lease  https://t.co/1PJXtjUaWr",2
Finland’s national carrier is working to overhaul its strategy as it does not expect access to Russian skies to be restored any time soon  https://t.co/ClgIsfnrAS,2
"Raytheon UK plans to build a new European hub for high-energy laser weaponry, based outside of Edinburgh  https://t.co/Kyew5oQQQZ",2
"SAS reached a deal with pilots to end a 15-day strike, allowing it to gradually resume normal operations at one of the busiest times of year for travel  https://t.co/c12HK043ub",2
"Apple to slow hiring, UK prime minister race is heating up and Xi Jinping is left hanging.   Here’s what people are talking about 🔽  https://t.co/LDGvy9mOgm",2
"Netflix will ask customers in five Latin America countries to pay a fee if they want to use their account in an additional home, a test it hopes will curb password sharing and generate additional revenue  https://t.co/cWGuZKv8Pb",2
"Celsius may use its bankruptcy case to give creditors a choice between taking less than they are owed in cash, or making a bet on the long-term value of crypto  https://t.co/xhLIa8FjTL",2
Tesla's chair says Australia has a massive opportunity to meet rising EV battery demand  https://t.co/aQPGQXZOg6,2
"GM will start selling a battery-powered Chevrolet Blazer next year, giving it a direct competitor to Tesla’s Model Y  https://t.co/OZO2MLF3LU",2
Apple plans to slow hiring and spending growth next year in some divisions to cope with a potential economic downturn  https://t.co/pTCzLmTYMu,2
A lithium producer crucial for global automakers like Tesla plans to explore for metals in a Chinese region tied to allegations of human rights abuses  https://t.co/DmojRzIaPj,2
Anthony Scaramucci’s Skybridge Capital suspended redemptions in one of its funds after sharp declines in stocks and cryptocurrencies  https://t.co/ljMnLmJBR6,2
"Apple is the latest major tech company to rein in hiring and spending plans, adding to the evidence that even Silicon Valley stalwarts are worried about a recession in the coming months  https://t.co/xAq6D7Wn3T",2
"Starbucks CEO Howard Schultz said the coffee giant plans to close more stores, citing safety risks  https://t.co/5ZLs3odeMK",2
Goldman Sachs plans to slow hiring and reinstate annual performance reviews  https://t.co/VzXNhSGjZu,2
"Twitter dismissed Elon Musk’s complaints that he doesn’t have enough information about spam and robot accounts an “irrelevant sideshow,” and urged a judge to hold a trial as soon as possible over his canceled $44 billion deal  https://t.co/6PvysnmNAH",2
Apple plans to slow hiring and spending growth next year in some divisions to cope with a potential economic downturn  https://t.co/oTuS7kta0o,2
Disney said advertisers agreed to buy $9 billion in commercials across its various channels and streaming services for the 2022-2023 TV season  https://t.co/XHdAx0zldQ,2
"Netflix will ask customers in five Latin America countries to pay a fee if they want to use their account in an additional home, a test it hopes will curb password sharing and generate additional revenue  https://t.co/ir2vEThjaj",2
"Franklin Templeton Investments, the roughly $1.4 trillion asset manager known for its mutual-fund business, has its sights set on getting bigger in the cut-throat ETF market  https://t.co/bLd9254nmH",2
"Qatar Airways could possibly give Boeing a larger order for the US planemaker’s 777X jets, Qatar Airways CEO Akbar Al Baker says  https://t.co/h2XeBRTqZD",2
Airbus CEO Guillaume Faury said he’s hopeful to have fixed supply issues by the end of the year that will allow the manufacturer to clear out all of its so-called gliders  https://t.co/3RU10g8Osp,2
BREAKING: Apple plans to slow hiring and spending growth next year in some divisions to cope with a potential economic downturn  https://t.co/ARIAlRYWnL  https://t.co/Y1vViLDdKU,2
Goldman Sachs plans to slow hiring and reinstate annual performance reviews as the Wall Street bank looks to rein in expenses  https://t.co/Xz8tuQ2y0l,2
Suncor reaches an accord with activist investor Elliott that will see the appointment of three new directors to the oil-sands company’s board and a review of its retail business  https://t.co/OD5Mnc167W,2
Virgin Atlantic will carry out test flights using a flying taxi model from UK startup Vertical Aerospace as the futuristic technology moves closer to becoming a reality  https://t.co/tzSWjZmSCu,2
Stellantis is halting production of Jeeps in China after failing to gain traction in the world’s biggest auto market  https://t.co/OXYWRecLbZ,2
"H&amp;M will start winding down its operations in Russia, having halted all sales in the country in March after Russia’s attack on Ukraine  https://t.co/tYCHdxpJz0",2
Amazon’s UK grocery business will match prices on hundreds of everyday items to those offered by rival Tesco in an aggressive move against Britain’s largest supermarket chain  https://t.co/qqkffnP4cF,2
"US flying taxi firm Joby Aviation has applied for certification in the UK, backing up a previous statement that Britain is a key market  https://t.co/vNcxfeTOG8",2
"Boeing is tempering expectations for commercial aircraft demand in the coming decades, as the prospect of lower global economic growth and uncertainty surrounding Russia pressure jet deliveries  https://t.co/if4QzihWNS",2
A lithium producer crucial for global automakers like Tesla plans to explore for metals in a Chinese region tied to allegations of human rights abuses  https://t.co/SKdrV3GibL,2
The world’s biggest maker of batteries for electric vehicles is considering at least two locations in Mexico for a manufacturing plant to potentially supply Tesla and Ford  https://t.co/hAiIkzyDGu,2
‘Stranger Things’ was a smash for Netflix this quarter. Will that be enough to help Netflix avert another disastrous quarter?  https://t.co/8Emlubwh73,2
"Apple’s new Stage Manager iPad multitasking system doesn’t replace the need for Mac-like multitasking, @markgurman says in this week’s Power On.  https://t.co/z6QFhHlAsk",2
"Snarls along the aviation supply chain may make it a challenge for Embraer to meet its year-end commercial delivery targets, the Brazilian aerospace manufacturer said  https://t.co/HJpdI1511m",2
"Boeing is grappling with shortages of engines, semiconductors and other parts, with hiccups seemingly changing by the month and disruptions far from being resolved  https://t.co/SmdEUCF64n",2
Airbus and Boeing will vie for almost $21 billion of orders at the Farnborough International Airshow  https://t.co/GML4CcNUCK,2
"To meet their climate goals, Pepsi and Coke will have to help fix American recycling — a problem they helped create (via @climate)  https://t.co/XCiDlyO3qZ",2
Shipping giant MSC delivers Russian food while navigating sanctions maze  https://t.co/Qpiqjc3gLR,2
"Snarls along the aviation supply chain may make it a challenge for Embraer to meet its year-end commercial delivery targets, the Brazilian aerospace manufacturer said  https://t.co/V6iQ79KFBE",2
"Apple’s new Stage Manager iPad multitasking system doesn’t replace the need for Mac-like multitasking, @markgurman says in this week’s Power On.  https://t.co/Sf22ZR2JfF",2
"Marks &amp; Spencer is to remove ""best before"" dates from more than 300 fruit and vegetable products in a bid to reduce food waste  https://t.co/3J7xwVPdpy",2
Boeing faces much greater pressure to secure orders at the massive Farnborough airshow  https://t.co/RAJ3bru8Ou,2
"Boeing is tempering expectations for commercial aircraft demand in the coming decades, as the prospect of lower global economic growth and uncertainty surrounding Russia pressure jet deliveries  https://t.co/6YPRfjmZt3",2
"For Coke and Pepsi to meet their climate goals, they’ll need to fix a problem they helped create: the dismal recycling rate in the US  https://t.co/NATOjopROb",2
"Scandinavian carrier SAS continued talks with pilot unions on Saturday, with the strike that has grounded most of its flights during the peak holiday season poised to enter a third week  https://t.co/AWixRPnZDy",2
"Scandinavian carrier SAS continued talks with pilot unions on Saturday, with the strike that has grounded most of its flights during the peak holiday season poised to enter a third week  https://t.co/uuyBNjJDAt",2
Boeing faces much greater pressure to secure orders at the massive Farnborough airshow  https://t.co/nu9IU1aNLS,2
Gazprom requested Siemens for documents that will allow the return of a gas turbine crucial for Nord Stream pipeline after its maintenance in Canada  https://t.co/nHoSQSZ2c4,2
"Vietnamese electric vehicle maker VinFast said it will stop making gas-powered autos by the end of August, four months earlier than previously planned as it ramps up global sales of electric SUVs  https://t.co/bteTqqsXWH",2
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  https://t.co/bz4dn5loOo,2
Disney will raise the price of ESPN+ to $9.99 a month starting in August  https://t.co/ZMoWFYmR21,2
NEW: Tech giants Meta Platforms and Amazon are cutting back on planned office expansions in New York City  https://t.co/BH3jX24alP,2
"LOT Polish Airlines is close to ordering as many as 60 Airbus A220 jets as it looks to swap out its aging Embraer planes, sources say  https://t.co/rLKBhNICr4",2
"Aeromexico, seeking a more liquid stock market, is planning to delist from the Mexican exchange and trade in New York as soon as this year  https://t.co/13z5F5BwQG",2
Juul is seeking new financing to help it navigate uncertainty as the embattled company navigates lawsuits and a potential US FDA ban  https://t.co/OKxzcZ2nrJ,2
Amazon has considered abandoning its private-label business as a peace offering to regulators  https://t.co/jlkHFpzVFV,2
NEW: Disney will raise the price of ESPN+ to $9.99 a month starting in August  https://t.co/9EjcZ2E2DL,2
"Uniper starts using gas it was storing for the winter after Russia cut deliveries, increasing pressure on the government for a bailout  https://t.co/5MnANbgGzw",2
"A strong rebound in passenger travel drove Lufthansa's return to profitability in the second quarter, with carriers across Europe limiting seats and many raising fares  https://t.co/dKq5v0T0v5",2
"Siemens has the responsibility for transporting a turbine back from Canada that is critical to restoring Russian gas flow through the Nord Stream 1 pipeline, the German government says  https://t.co/xUfwgmjfip",2
"If Canoo succeeds, Walmart stands to gain not only by adding thousands of EVs to its delivery fleet, but by ending up with a significant stake in a then-successful startup  https://t.co/ivtj623P3t",2
How Sheetz partnered with Tesla and brought EV charging to rural America  https://t.co/tcrp1F2aoA,2
"Citigroup is collecting a windfall from tumultuous global markets, even as a dimming economic outlook and Russia’s invasion of Ukraine pose billions of dollars in risks  https://t.co/1RPRR5o6Q3",2
Netflix is increasing its marketing budgets for its movies and TV shows  https://t.co/OzEXjnFxTP,2
Huawei's secretive chip arm is hiring scores of high-powered talent to propel its effort to circumvent US sanctions  https://t.co/Yc63sMt62n,2
"VinFast, an electric carmaker backed by Vietnam’s richest man, opened six showrooms in California as the newcomer tries to muscle into a US market dominated by Tesla  https://t.co/dBGIUZPNpk",2
UniCredit is weighing a reduction of the leasing assets that the Italian lender put on sale last year  https://t.co/m250toqrzA,2
Ken Griffin’s Citadel plans to open a Palm Beach office  https://t.co/r074ncHHbx,2
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  https://t.co/6I8fsBrMNs,2
Questions surrounding Alibaba’s role in China’s largest known cybersecurity breach may fuel Beijing’s resolve to clamp down on domestic tech giants  https://t.co/fRHPbOPRKf,2
Aston Martin plans to raise £653 million from Saudi Arabia’s sovereign wealth fund and existing shareholders in an effort to pare debt and free up cash for future product development  https://t.co/SG6KUy9Av8,2
"Boeing faces much greater pressure to secure orders at the Farnborough International Airshow, after Airbus conquers close to 70% of the narrow-body segment  https://t.co/PrLyh8oRWx",2
The investment firm led by the Indian co-founder of technology services company UST is looking to raise about $1 billion to invest in startups and private equity opportunities  https://t.co/eTZgpXg3zX,2
"An untold amount of liquid nitrogen was released at the SpaceX launch pad in deep South Texas, state and federal regulators said  https://t.co/W8iETjTgKL",2
SK Hynix is considering cutting its 2023 capital expenditure by about a quarter to 16 trillion won ($12.2 billion) in response to slower electronics demand than anticipated  https://t.co/EqW2lEuh0k,2
"SoftBank-backed AI Medical Service, which specializes in endoscopy analysis, is taking steps for a possible initial public offering in Tokyo as early as next year  https://t.co/3AYGBH15U4",2
"OpenSea, the world’s largest marketplace for NFTs, is cutting about 20% of its staff, the latest in a series of layoffs that’s rocked the crypto industry  https://t.co/Ig9R0fmhoG",2
CoinFlex will let users take out a limited portion of their balances after pausing withdrawals last month due to a counterparty failing to make a margin call  https://t.co/MMx2LfJ8T1,2
"Bankrupt crypto lender Celsius discloses more details on its collapse, including that it has a $1.19 billion deficit on its balance sheet  https://t.co/YIVnBXFi2L",2
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  https://t.co/F5ZdleIPrB,2
The boss of UK digital bank Monzo said he’s targeting growth rather than immediate profit during a turbulent time for the fintech industry  https://t.co/86qeKd3DDZ,2
"Meta will start letting more users create multiple profiles with their Facebook accounts, the company’s latest attempt to encourage posting and sharing on its social network  https://t.co/HX6kI3HUXG",2
What if Elon Musk is ordered to complete his $44 billion Twitter purchase and he refuses? Legal experts weigh in  https://t.co/jxWrLIKoIH,2
"The asset-management firm Matthews Asia is diving into the ETF market with the launch of three funds focused on China, Asia and emerging markets  https://t.co/OMfaKj6b2W",2
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  https://t.co/php1dyCrRC,2
Packaged-food giant Conagra expects shoppers to grow increasingly wary about higher grocery bills  https://t.co/exZekua1kP,2
"NEW: After winning a historic victory at a warehouse earlier this year, things haven’t gone according to plan for the fledgling Amazon Labor Union  https://t.co/KE30t28fVS",2
Alphabet’s Wing subsidiary has developed a fleet of new drone prototypes designed to more efficiently deliver packages ranging from small pill bottles to items weighing as much as 7 pounds  https://t.co/XmK80GWSoj,2
Scandinavian carrier SAS warns that emergency funding related to a bankruptcy process in the US is at risk from a pilots strike that entered its 11th day on Thursday  https://t.co/PgXrGuSjng,2
"AmEx adds new perks to its no-fee Blue Cash Everyday card, including rewards for online retail purchases and credits toward a Disney streaming subscription  https://t.co/YY4qAQAdkI",2
Molson Coors just bought its first Super Bowl ad in more than three decades after Anheuser-Busch gave up its exclusive on the game  https://t.co/znnziu7si8,2
"Twitter was down for almost 55,000 users on Wednesday, according to  https://t.co/FzreCxab8f, an outage tracking platform  https://t.co/Vj4PqGYEQv",2
"Credit Suisse Chairman Axel Lehmann says he sees the future of the lender as an independent entity, amid speculation that a wave of scandals and a tumbling share price make it a takeover target  https://t.co/uqc4ijPuqr",2
JPMorgan temporarily suspends share buybacks as its second-quarter results fall short of analysts' estimates  https://t.co/1cxENXRRwb,2
Uber’s old problems hit different  https://t.co/FWcJZPXjIp,2
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  https://t.co/VNxvxN054Z,2
Emirates rejects an order from Heathrow to cancel flights  https://t.co/prtwiFHJsv,2
Scandinavian carrier SAS warns that emergency funding related to a bankruptcy process in the US is at risk from a pilots strike that entered its 11th day on Thursday  https://t.co/tFx1aqZxLA,2
Crypto exchange OKX receives a provisional virtual-asset license in Dubai and plans to set up a regional hub in the city  https://t.co/hbGqMRFYoZ,2
"Crypto lender Celsius files for Chapter 11 bankruptcy a month after freezing customer withdrawals, the latest casualty from the rout in cryptocurrencies  https://t.co/A22ee2pfrZ",2
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  https://t.co/1LFoYPi6bL,2
Shipping giant MSC delivers Russian food while navigating sanctions maze  https://t.co/gddxt17nyK,2
"Twitter’s shareholders and employees, as well as anyone involved in future acquisitions on Elon Musk’s behalf, are all worse off because of the drama  https://t.co/8Jjeecxc1N via @BW",2
"Crypto lender Celsius files for Chapter 11 bankruptcy a month after freezing customer withdrawals, the latest casualty from the rout in cryptocurrencies  https://t.co/K8dSPpx1Ep",2
"Hyundai unveiled its Ioniq 6 sedan, continuing its ambitious push into electric vehicles with an eye on challenging rivals such as Tesla  https://t.co/vqBhIgTYkK",2
The South Korean shipping giant plans to invest $11.4 billion by 2026 on new ships and terminals to strengthen its competitiveness and comply with tighter environmental regulations  https://t.co/NqrwMHdzOg,2
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  https://t.co/O1wZLREXaQ,2
